Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],2023 [YR2023]
Singapore,SGP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.2,2.2,2.3,2.4,2.5,2.6,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,3,3.1,3.2,3.4,3.6,3.8,4.1,4.4,4.6,4.8,5.1,5.4,5.8,6.3,7,7.7,8.4,9.1,9.7,10.3,10.9,11.6,12.3,13.2,14,14.6,14.9,15.1,15.4,16.2,17.5,2.1
Singapore,SGP,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,96,97,96,97,95,95,95,95,95,95,95,95,95,95,95,95,96,95,93,94,95,96,97,96,98,97,97,95,87,89,92,84,81,87,94,85,75,85,88,78,57,47,..,..,..,..,..,97
Singapore,SGP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.6337432861328,100.557983398438,101.401397705078,98.0779495239258,99.9218292236328,99.2582397460938,99.7892684936523,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.5780410766602,99.8746490478516,100.535911560059,100.692581176758,100.261871337891,100.626953125,100.773208618164,101.672031739687,102.343505179087,103.092631080921,103.564213623344,103.066542169444,102.991324573351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.041313171387,103.041877746582,103.199592590332,104.714958190918,105.844299316406,107.574600219727,107.859008789062,107.781350482315,108.138840380207,108.393165400389,109.727685489202,109.899017654737,109.329199261579,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,0.996010005474091,0.9966099858284,0.995630025863647,0.994949996471405,0.995970010757446,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Forest area (sq. km),AG.LND.FRST.K2,152.1,153.9,155.7,157.5,159.3,161.1,162.855,164.714,167.252,169.79,172.328,174.866,177.404,176.677,175.95,175.223,174.496,173.769,173.042,172.315,171.588,170.861,170.135,167.948,165.762,163.575,161.389,159.202,157.015,154.829,152.642,150.456,148.269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.5,2.5,2.5,2.5,2.46306282917716,2.5,2.48665252687779,2.5,3.2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5
Singapore,SGP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,83.1166666666667,83.1166666666667,82.1666666666667,81.3833333333333,83.2166666666667,84.9666666666667,84.5833333333333,108.505583333333,132.427833333333,160.033416666667,187.639,219.91125,252.1835,284.45575,315.061333333333,346.289138883333,377.51694445,366.79675,352.521,338.24525,328.236166666667,313.89375,302.556666666667,291.219583333333,279.8825,268.545416666667,257.208333333333,245.87125,234.534166666667,223.197083333333,211.86,200.522916666667,190.385833333333,179.04875,167.711666666667,156.374583333333,145.0375,133.700416666667,122.363333333333,111.02625,99.6891666666667,88.3520833333333,77.015,65.6779166666667,54.3408333333333,43.00375,31.6666666666667,..
Singapore,SGP,Urban population growth (annual %),SP.URB.GROW,3.30862052439523,-4.17033630017526,-0.311904961250821,1.14428330688929,0.469704298714121,0.0885954699924485,1.29743609938602,1.18637693749822,1.29844017799226,1.61930809858873,2.4533903303102,2.08490245606007,1.77183287926401,3.01594991475788,5.32151708302625,4.16600286360931,3.1293891560754,2.35051128857175,1.2519166730553,-1.4745328419194,0.912639805776796,2.6973558432636,1.73204223254257,0.799148451003949,3.39721227677287,3.35744219516066,4.06431846839029,3.03781348481124,3.13658693183625,2.5298067473268,3.00425639462047,2.84548286486563,3.88909360745296,2.93574373454983,2.53777386733667,1.5038330579557,-0.0944905570612704,0.136645170706526,1.8902219856268,1.29874466224405,4.38859363289512,4.80768900934127,1.26923429916508,1.26239247977074,1.20970078915976,1.38572346856491,1.34772337775598,1.46026991588953,4.85831607781442
Singapore,SGP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,6630.39044839924,6495.85092286805,6033.41181529317,6067.59648081936,5798.25693365327,6313.4270530557,5948.35980472719,5832.18748421598,5609.37150725607,5189.85191531132,4690.85416009299,4143.38713624558,4762.93363038208,5190.4488272323,4958.46248257993,4537.4171693226,5128.30865666219,4925.75757554205,7371.02793327917,6217.05880619521,5066.19603486754,5146.02323865296,4634.81368272521,4587.57994680042,5083.35878222717,5818.45053429947,5359.513368456,5346.98780182868,6460.58950762107,5487.72262199385,4588.88701797782,4167.37343867502,3782.71772957552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10143.4764668295,10220.4685888096,9306.68241113355,9451.80114416079,9326.12549470833,9218.0448743134,9040.02883392902,8948.68692007699,8844.68759301201,8680.60636076487,8673.79697867476,8651.75527539466,8688.0694115821,8119.37990682041,8401.25503265283,8706.57906694396,8720.02208405801,8678.16816784434,8314.32532116821,8113.5873060003,7756.31892144302,7516.16960028149,7575.43595438502,7187.67137786604,6965.7540856582,6829.22562945893,6312.68552299504,6069.21934591685,5842.56202311287,5499.97268725153,5236.63926495141,5104.8090273846,4983.0463530953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,498474540987.78,434111559282.849,349488382610.662,376901649222.451,376892697588.005,343257164581.712,319053943915.005,307998545269.398,314863580758.455,307576360584.992,295092888076.589,279356499090.458,239807980591.24,194150283771.566,193617323539.203,180941701357.97,148627286361.351,127807848728.398,115033593101.049,97646401095.6369,92538372869.6942,89793790669.6515,96076539925.7409,86286849754.8905,85728207781.7785,100123787215.299,96293086513.0872,87812540788.4293,73688724431.1412,60603815716.2653,52131320032.8797,45466164978.2923,36144336768.7023,30465364738.6206,25371462488.1292,20919215578.2125,18586746056.9974,19156532745.7691,19749361097.965,17784112149.5327,16084252378.473,14175228843.6391,11896256782.8566,9296921723.83465,7517176354.84135,6618585073.66035,6327077974.10703,5633673929.99302,501427500080.059
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.83807678519807,9.69076687082064,-3.86979893430043,1.34505874082728,3.51711418509255,4.51292631770927,3.58864369582668,2.97679931634806,3.93554027709007,4.81763099120676,4.43549759378537,6.21493416858989,14.5197497108994,0.127953382778088,1.86348345462035,9.02151951268893,9.00676607871758,7.36632239250758,9.93998268434957,4.54825542643229,3.92336076702013,-1.07086275100448,9.03831632555163,5.71837175710837,-2.19101500611274,8.31620911124497,7.47139086002002,7.17540112091071,11.0956893100227,11.459650875246,6.63980556949564,6.68839753958379,9.82089955731777,10.1588286387889,11.26359213382,10.7979324702819,1.34281041445436,-0.622701650113157,8.79228623912256,8.55448210614414,7.10214484891354,10.8159232986752,10.1133721068475,9.55444873972347,7.77718195422017,6.85244239382494,7.43716681814959,3.98873862550901,1.07503175095101
Singapore,SGP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,13.4781380113655,10.2637667092318,-2.43859056928547,-0.20441464095768,3.60410043476227,2.89404191400374,0.489627028998726,3.07195500966418,-0.267270041634802,-0.431059391871671,0.495345771200874,1.17079820355097,1.10780871344616,2.95392464373782,-1.38155543169427,5.91682447669695,1.8441830136442,1.9005186505386,3.95952821977868,-1.79904886938878,-0.896915632384648,-1.81443173071348,3.86347751783269,-3.57782977150977,-1.32884855456203,1.08499221815259,1.50622281220359,3.17627830929234,3.46273962769924,3.45618677483372,1.38770305954598,4.43534521070245,4.69742330546458,4.15917047818115,5.43072131692747,0.532427941572664,-1.25281578687675,-1.46548381178779,0.787919952347593,3.17143964984059,4.53295551219097,5.87548935259991,11.1271090045314,5.2354005316555,4.04187885560737,2.0066785459034,1.71985346383113,2.88902717475952,-3.06902994364776
Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.0265267659870693,0.0307258905921678,0.0327869668385027,0.0321888370280154,0.0301356082701394,0.030800882002243,0.0315798285659967,0.0326135138026483,0.0345408510735362,0.0343752167938134,0.033272726533169,0.0346076007512354,0.0361489888834213,0.0406877612701381,0.0414321884664469,0.0428679973714474,0.0488654244516825,0.0550481142142599,0.0556489896262466,0.0611340723110266,0.0710328000140014,0.0823566559095407,0.092131732680321,0.111245961607494,0.111378366529616,0.132916824740826,0.150025188323224,0.144861979394729,0.173159173171612,0.172788647418229,0.197361758450875,0.250054747220624,0.323439581344345,0.355904972393714,0.416976248448972,0.550609776177565,0.716998388465423,0.921131200015662,1.06996338400782,1.1784644489989,1.34338987440114,1.46316552451239,1.50949376874787,1.54910790305186,1.66544875500344,1.99165912481961,2.04353679832571,2.15533881576551,0.0290657823856606
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.7466066693208,24.2773628887138,23.2086930878604,24.0213523823824,25.3939316090861,23.525059681983,23.2451586103696,24.2880229055028,24.1685192477514,23.4427286283197,25.0222021555412,25.2595925808817,26.6358717243037,27.0163193688262,26.4153381596662,28.2257709638809,30.8942965496098,31.4076522049802,31.8858938554669,30.2248029160952,30.7456754181249,30.3796610759446,32.4585044954973,30.845626570486,32.0879122410958,31.070384032761,31.5548560435773,31.4922551466979,31.3042288508592,32.1379735731406,32.2871354518713,32.6178847711057,30.8585476711641,32.1193635466534,33.582121675466,32.617482079935,33.128651324075,32.1732725119179,35.1583018614727,34.4329707288875,33.3354913893565,34.4300210859251,34.8803228499861,33.0870527690008,31.4084875718477,31.7509722867696,31.9754189050482,31.2083445628501,22.4003613246571
Singapore,SGP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,185.757032866998,183.010537162982,181.555081067383,176.300088650586,178.230504749801,171.841622708604,164.715213242112,178.384608499682,191.953535787505,195.077796338143,196.719612875759,203.327708649538,197.998960793027,190.844935011128,228.993770935119,212.779393731371,228.037617061062,225.159667736916,213.951695442646,202.586206389804,184.086118066532,182.894180709771,188.350890284751,176.745012905762,166.787570508849,169.296886140865,175.64311239295,181.120940871727,166.193359003655,161.650519642454,161.725949774023,168.546193922295,177.192544433931,179.295693093127,184.714114870593,164.003337028947,148.730947088356,152.222314672514,156.46411249353,166.865573598192,185.352489023342,198.182656826568,202.006215789962,184.677312546118,165.438393665405,162.758970721327,149.480784355546,137.121504585285,174.300145120981
Singapore,SGP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,147.224336990913,146.774441614378,150.135440658079,146.77034130281,148.492855677385,145.190273503394,138.507381217761,151.08679044058,168.513783378732,171.963983710876,172.493352911906,175.770922728001,171.686594994619,167.347876817714,208.332943955938,181.509078187707,197.325782481957,195.270845183643,187.572017095863,174.632357911778,165.659895919145,166.397924985207,176.013630183467,159.73983350712,145.291685165837,154.567536007275,159.268050895143,164.338323023735,150.023188580912,151.765620165211,149.586317507495,155.341800903456,167.139673411139,168.276992586672,175.153044132482,161.035137597559,146.095513380139,151.922531006196,156.659413760712,166.281465132167,187.184678586983,201.595611491829,208.930559421097,190.33309367491,169.163567354151,164.224738889025,156.41921164536,146.448680501431,136.940188501327
Singapore,SGP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.3189340867342,23.9666061693542,22.8667837126128,24.6067029800834,24.7482388274494,27.2800669349578,26.4261457386402,25.353193018866,29.4300082792766,29.9795021855415,29.2629426703058,26.6919943455279,27.6582275190447,27.3701152111674,30.1596763689779,23.0659529090098,22.3792634447668,21.506936250429,22.8924616706012,17.2245248736318,25.0736127933875,27.6094317950146,35.1740359977879,32.6914753593956,31.4900376302754,38.1697972076704,35.0401245569948,33.8813128046581,32.9120593059062,37.2020493632248,35.5156959121622,33.9799446925753,35.6531138861975,34.06069305235,33.4082568034691,36.5193909922173,36.5581142844566,41.0992394060123,46.9276594521021,46.4506805402281,46.2702906312903,44.7832103321033,45.0281411386338,42.1168145611413,37.8603291633492,35.2414206393856,39.5963581588173,38.8077531011676,21.0190163289694
Singapore,SGP,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,16.220527796295,17.2288553319936,18.0524117336083,20.9008158773088,18.1885271324369,20.1885302156652,18.4661444034328,17.9971098900658,18.0208994708332,17.2396519035114,17.4768046793331,17.0209629280307,16.7790639246853,17.0545106225511,20.414935154062,19.2502610950738,17.8972792883433,18.175279588949,18.7817911568509,19.4253514768287,21.1831034876079,24.3483568448637,25.681569547987,27.5755969983419,26.912024333176,26.8275390745868,27.9398897605784,25.6051382214677,25.985425843629,28.6908809055269,26.600267074265,25.3606950605275,25.3531236745006,25.6245055742678,25.9318801548876,28.4240222175875,25.4593118087091,26.3515960727116,27.4404271226732,28.7324609806085,26.6441444092616,25.6885872430153,24.6041685994372,23.1160009838609,22.8767437041238,23.8057383264438,22.2749510111042,22.9154981899233,18.3600303311543
Singapore,SGP,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.0331929577548,12.8128979341856,12.7315446821269,13.1515012662641,13.0131483056707,13.9900847741536,13.3086682238479,13.1397745298612,13.5565571344028,13.2712500808714,13.5806687357042,13.1057219512653,12.7858239691039,12.9549265300847,13.7543914469361,12.8204281959211,11.8310221766032,11.5770274018324,11.6045115798244,12.4460741638593,12.6887393397993,14.5855191514965,14.8557890847443,14.5317174065401,14.0310256358429,15.312341085021,15.8973671573725,15.7685036472599,16.6131522787889,16.2903339457186,16.1033535012871,15.1815315980586,14.5462695925654,15.687873622744,14.0720126215791,13.0780798911075,12.7357694649656,15.6621670565894,17.663382090754,18.7608387198487,18.9163419773286,17.8802055877702,16.9929183288493,16.0397706847293,15.9346472237067,16.7245554386909,15.9963741551915,16.5711247241181,14.0060490127897
Singapore,SGP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.57771863323481,2.5987935314514,2.81188317988763,2.76017573618952,2.80793327423872,2.97187480816254,3.09554271344129,3.04671265935693,3.04786038477706,3.03849114883637,3.10816619008299,3.19387456850782,3.38139843984389,3.88242334748021,3.85002679403201,3.602552791077,3.92291119365444,4.27504313120819,4.41680505073795,4.86964764804806,4.92498628742409,4.82624999921862,4.51888629365982,5.20735398793435,5.21105296070909,4.45003647708667,4.25331403898939,4.17879788368962,3.79143512807907,4.09176493399803,4.47136864604274,4.44835667304419,4.63214447298365,4.49289825625078,4.54786526287383,4.87061150486237,5.44251155937074,5.65661291547353,4.69881540453695,4.07146856786832,4.65119017480232,4.74135516251602,4.6368613562022,4.65201551854656,5.19523729007696,5.67716169437207,5.04436104760064,4.64925699300699,2.65866567626877
Singapore,SGP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,156.4790531,147.480416,142.8931601,154.0006188,147.3617155,145.4058271,148.123236,145.7181198,145.4770145,154.0346262,149.9274113,147.5817519,143.0129038,137.4018501,132.5809637,127.0378465,106.7315594,100.9198005,93.4502185,84.63439691,79.3192099,72.58809459,67.77675756,41.11452948,28.31395042,22.56524803,11.80233977,8.634616063,6.85247021,5.368715266,3.717206111,2.624670739,1.711595724,0.892659215,0.375871722,..,..,..,..,0,0,0,0,0,0,0,0,0,..
Singapore,SGP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,56.8269189876243,54.9722752514087,55.2615580095711,51.8165690079601,51.57228009959,53.0979447946172,52.2327295013631,52.2174549984101,50.6403255755208,50.3271857168025,48.4626199153623,47.7371556953814,52.3392376030999,50.8971583102219,52.6889727453077,48.5781058323874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.1383758562278
Singapore,SGP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,198.88277504313,198.931123010554,198.107872664629,198.998598585947,207.973252073151,204.327563229359,192.387529352566,210.609436298676,251.947842963956,254.657412068429,267.07387126031,277.521017955254,276.328585214819,265.576227849693,339.822898061485,310.853161973556,343.488071738593,336.204704386456,323.588953422516,303.257464358542,261.100333307383,264.774432872177,283.470866259862,261.615762588674,246.858070961541,257.103738441752,266.22056606853,276.469622471042,270.726629535322,262.765633018154,260.19483088947,275.499374226536,314.37566755518,309.60075748061,327.809246467025,292.773884235831,258.280819314939,256.293770128332,267.031423135172,281.099216984602,304.359810130307,342.421279652082,364.677736803043,342.866175997578,308.560008507204,282.719037252648,247.444397936468,239.790235783432,179.427733791296
